seed	n_targets	mutation_prob	n_samples	dropout_prob	division	deletion	param_id	dist_method	tree_method	rf
3	100	0.02	100	0.1	16	FALSE	158	weighted_hamming	upgma	0.494845360824742
3	100	0.02	100	0.1	16	FALSE	158	weighted_hamming	fastme	0.391752577319588
3	100	0.02	100	0.1	16	FALSE	158	weighted_hamming	fastme_tree_rearrangement	0.216494845360825
4	100	0.02	100	0.1	16	FALSE	159	weighted_hamming	nj	0.43298969072165
4	100	0.02	100	0.1	16	FALSE	159	weighted_hamming	upgma	0.577319587628866
4	100	0.02	100	0.1	16	FALSE	159	weighted_hamming	fastme	0.484536082474227
4	100	0.02	100	0.1	16	FALSE	159	weighted_hamming	fastme_tree_rearrangement	0.402061855670103
5	100	0.02	100	0.1	16	FALSE	160	weighted_hamming	nj	0.268041237113402
5	100	0.02	100	0.1	16	FALSE	160	weighted_hamming	upgma	0.402061855670103
5	100	0.02	100	0.1	16	FALSE	160	weighted_hamming	fastme	0.319587628865979
5	100	0.02	100	0.1	16	FALSE	160	weighted_hamming	fastme_tree_rearrangement	0.206185567010309
1	200	0.02	100	0.1	16	FALSE	161	weighted_hamming	nj	0.144329896907216
1	200	0.02	100	0.1	16	FALSE	161	weighted_hamming	upgma	0.237113402061856
1	200	0.02	100	0.1	16	FALSE	161	weighted_hamming	fastme	0.257731958762887
1	200	0.02	100	0.1	16	FALSE	161	weighted_hamming	fastme_tree_rearrangement	0.164948453608247
2	200	0.02	100	0.1	16	FALSE	162	weighted_hamming	nj	0.185567010309278
2	200	0.02	100	0.1	16	FALSE	162	weighted_hamming	upgma	0.329896907216495
2	200	0.02	100	0.1	16	FALSE	162	weighted_hamming	fastme	0.237113402061856
2	200	0.02	100	0.1	16	FALSE	162	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
3	200	0.02	100	0.1	16	FALSE	163	weighted_hamming	nj	0.11340206185567
3	200	0.02	100	0.1	16	FALSE	163	weighted_hamming	upgma	0.164948453608247
3	200	0.02	100	0.1	16	FALSE	163	weighted_hamming	fastme	0.0927835051546392
3	200	0.02	100	0.1	16	FALSE	163	weighted_hamming	fastme_tree_rearrangement	0.0618556701030928
4	200	0.02	100	0.1	16	FALSE	164	weighted_hamming	nj	0.144329896907216
4	200	0.02	100	0.1	16	FALSE	164	weighted_hamming	upgma	0.288659793814433
4	200	0.02	100	0.1	16	FALSE	164	weighted_hamming	fastme	0.154639175257732
4	200	0.02	100	0.1	16	FALSE	164	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
5	200	0.02	100	0.1	16	FALSE	165	weighted_hamming	nj	0.103092783505155
5	200	0.02	100	0.1	16	FALSE	165	weighted_hamming	upgma	0.144329896907216
5	200	0.02	100	0.1	16	FALSE	165	weighted_hamming	fastme	0.154639175257732
5	200	0.02	100	0.1	16	FALSE	165	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
1	50	0.04	100	0.1	16	FALSE	166	weighted_hamming	nj	0.494845360824742
1	50	0.04	100	0.1	16	FALSE	166	weighted_hamming	upgma	0.577319587628866
1	50	0.04	100	0.1	16	FALSE	166	weighted_hamming	fastme	0.649484536082474
1	50	0.04	100	0.1	16	FALSE	166	weighted_hamming	fastme_tree_rearrangement	0.484536082474227
2	50	0.04	100	0.1	16	FALSE	167	weighted_hamming	nj	0.556701030927835
2	50	0.04	100	0.1	16	FALSE	167	weighted_hamming	upgma	0.556701030927835
2	50	0.04	100	0.1	16	FALSE	167	weighted_hamming	fastme	0.649484536082474
2	50	0.04	100	0.1	16	FALSE	167	weighted_hamming	fastme_tree_rearrangement	0.505154639175258
3	50	0.04	100	0.1	16	FALSE	168	weighted_hamming	nj	0.350515463917526
3	50	0.04	100	0.1	16	FALSE	168	weighted_hamming	upgma	0.484536082474227
3	50	0.04	100	0.1	16	FALSE	168	weighted_hamming	fastme	0.402061855670103
3	50	0.04	100	0.1	16	FALSE	168	weighted_hamming	fastme_tree_rearrangement	0.350515463917526
4	50	0.04	100	0.1	16	FALSE	169	weighted_hamming	nj	0.422680412371134
4	50	0.04	100	0.1	16	FALSE	169	weighted_hamming	upgma	0.515463917525773
4	50	0.04	100	0.1	16	FALSE	169	weighted_hamming	fastme	0.494845360824742
4	50	0.04	100	0.1	16	FALSE	169	weighted_hamming	fastme_tree_rearrangement	0.360824742268041
5	50	0.04	100	0.1	16	FALSE	170	weighted_hamming	nj	0.319587628865979
5	50	0.04	100	0.1	16	FALSE	170	weighted_hamming	upgma	0.402061855670103
5	50	0.04	100	0.1	16	FALSE	170	weighted_hamming	fastme	0.360824742268041
5	50	0.04	100	0.1	16	FALSE	170	weighted_hamming	fastme_tree_rearrangement	0.34020618556701
1	100	0.04	100	0.1	16	FALSE	171	weighted_hamming	nj	0.319587628865979
1	100	0.04	100	0.1	16	FALSE	171	weighted_hamming	upgma	0.34020618556701
1	100	0.04	100	0.1	16	FALSE	171	weighted_hamming	fastme	0.525773195876289
1	100	0.04	100	0.1	16	FALSE	171	weighted_hamming	fastme_tree_rearrangement	0.309278350515464
2	100	0.04	100	0.1	16	FALSE	172	weighted_hamming	nj	0.309278350515464
2	100	0.04	100	0.1	16	FALSE	172	weighted_hamming	upgma	0.43298969072165
2	100	0.04	100	0.1	16	FALSE	172	weighted_hamming	fastme	0.43298969072165
2	100	0.04	100	0.1	16	FALSE	172	weighted_hamming	fastme_tree_rearrangement	0.257731958762887
3	100	0.04	100	0.1	16	FALSE	173	weighted_hamming	nj	0.154639175257732
3	100	0.04	100	0.1	16	FALSE	173	weighted_hamming	upgma	0.195876288659794
3	100	0.04	100	0.1	16	FALSE	173	weighted_hamming	fastme	0.216494845360825
3	100	0.04	100	0.1	16	FALSE	173	weighted_hamming	fastme_tree_rearrangement	0.144329896907216
4	100	0.04	100	0.1	16	FALSE	174	weighted_hamming	nj	0.268041237113402
4	100	0.04	100	0.1	16	FALSE	174	weighted_hamming	upgma	0.402061855670103
4	100	0.04	100	0.1	16	FALSE	174	weighted_hamming	fastme	0.463917525773196
4	100	0.04	100	0.1	16	FALSE	174	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
5	100	0.04	100	0.1	16	FALSE	175	weighted_hamming	nj	0.175257731958763
5	100	0.04	100	0.1	16	FALSE	175	weighted_hamming	upgma	0.247422680412371
5	100	0.04	100	0.1	16	FALSE	175	weighted_hamming	fastme	0.22680412371134
5	100	0.04	100	0.1	16	FALSE	175	weighted_hamming	fastme_tree_rearrangement	0.185567010309278
1	200	0.04	100	0.1	16	FALSE	176	weighted_hamming	nj	0.123711340206186
1	200	0.04	100	0.1	16	FALSE	176	weighted_hamming	upgma	0.185567010309278
1	200	0.04	100	0.1	16	FALSE	176	weighted_hamming	fastme	0.154639175257732
1	200	0.04	100	0.1	16	FALSE	176	weighted_hamming	fastme_tree_rearrangement	0.11340206185567
2	200	0.04	100	0.1	16	FALSE	177	weighted_hamming	nj	0.134020618556701
2	200	0.04	100	0.1	16	FALSE	177	weighted_hamming	upgma	0.164948453608247
2	200	0.04	100	0.1	16	FALSE	177	weighted_hamming	fastme	0.216494845360825
2	200	0.04	100	0.1	16	FALSE	177	weighted_hamming	fastme_tree_rearrangement	0.134020618556701
3	200	0.04	100	0.1	16	FALSE	178	weighted_hamming	nj	0.0927835051546392
3	200	0.04	100	0.1	16	FALSE	178	weighted_hamming	upgma	0.154639175257732
3	200	0.04	100	0.1	16	FALSE	178	weighted_hamming	fastme	0.144329896907216
3	200	0.04	100	0.1	16	FALSE	178	weighted_hamming	fastme_tree_rearrangement	0.0824742268041237
4	200	0.04	100	0.1	16	FALSE	179	weighted_hamming	nj	0.164948453608247
4	200	0.04	100	0.1	16	FALSE	179	weighted_hamming	upgma	0.257731958762887
4	200	0.04	100	0.1	16	FALSE	179	weighted_hamming	fastme	0.257731958762887
4	200	0.04	100	0.1	16	FALSE	179	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
5	200	0.04	100	0.1	16	FALSE	180	weighted_hamming	nj	0.0618556701030928
5	200	0.04	100	0.1	16	FALSE	180	weighted_hamming	upgma	0.11340206185567
5	200	0.04	100	0.1	16	FALSE	180	weighted_hamming	fastme	0.0927835051546392
5	200	0.04	100	0.1	16	FALSE	180	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
1	50	0.06	100	0.1	16	FALSE	181	weighted_hamming	nj	0.54639175257732
1	50	0.06	100	0.1	16	FALSE	181	weighted_hamming	upgma	0.587628865979381
1	50	0.06	100	0.1	16	FALSE	181	weighted_hamming	fastme	0.618556701030928
1	50	0.06	100	0.1	16	FALSE	181	weighted_hamming	fastme_tree_rearrangement	0.536082474226804
2	50	0.06	100	0.1	16	FALSE	182	weighted_hamming	nj	0.505154639175258
2	50	0.06	100	0.1	16	FALSE	182	weighted_hamming	upgma	0.597938144329897
2	50	0.06	100	0.1	16	FALSE	182	weighted_hamming	fastme	0.536082474226804
2	50	0.06	100	0.1	16	FALSE	182	weighted_hamming	fastme_tree_rearrangement	0.474226804123711
3	50	0.06	100	0.1	16	FALSE	183	weighted_hamming	nj	0.144329896907216
3	50	0.06	100	0.1	16	FALSE	183	weighted_hamming	upgma	0.360824742268041
3	50	0.06	100	0.1	16	FALSE	183	weighted_hamming	fastme	0.237113402061856
3	50	0.06	100	0.1	16	FALSE	183	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
4	50	0.06	100	0.1	16	FALSE	184	weighted_hamming	nj	0.360824742268041
4	50	0.06	100	0.1	16	FALSE	184	weighted_hamming	upgma	0.463917525773196
4	50	0.06	100	0.1	16	FALSE	184	weighted_hamming	fastme	0.45360824742268
4	50	0.06	100	0.1	16	FALSE	184	weighted_hamming	fastme_tree_rearrangement	0.350515463917526
5	50	0.06	100	0.1	16	FALSE	185	weighted_hamming	nj	0.371134020618557
5	50	0.06	100	0.1	16	FALSE	185	weighted_hamming	upgma	0.463917525773196
5	50	0.06	100	0.1	16	FALSE	185	weighted_hamming	fastme	0.360824742268041
5	50	0.06	100	0.1	16	FALSE	185	weighted_hamming	fastme_tree_rearrangement	0.319587628865979
1	100	0.06	100	0.1	16	FALSE	186	weighted_hamming	nj	0.298969072164948
1	100	0.06	100	0.1	16	FALSE	186	weighted_hamming	upgma	0.278350515463918
1	100	0.06	100	0.1	16	FALSE	186	weighted_hamming	fastme	0.371134020618557
1	100	0.06	100	0.1	16	FALSE	186	weighted_hamming	fastme_tree_rearrangement	0.298969072164948
2	100	0.06	100	0.1	16	FALSE	187	weighted_hamming	nj	0.309278350515464
2	100	0.06	100	0.1	16	FALSE	187	weighted_hamming	upgma	0.360824742268041
2	100	0.06	100	0.1	16	FALSE	187	weighted_hamming	fastme	0.371134020618557
2	100	0.06	100	0.1	16	FALSE	187	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
3	100	0.06	100	0.1	16	FALSE	188	weighted_hamming	nj	0.103092783505155
3	100	0.06	100	0.1	16	FALSE	188	weighted_hamming	upgma	0.11340206185567
3	100	0.06	100	0.1	16	FALSE	188	weighted_hamming	fastme	0.144329896907216
3	100	0.06	100	0.1	16	FALSE	188	weighted_hamming	fastme_tree_rearrangement	0.134020618556701
4	100	0.06	100	0.1	16	FALSE	189	weighted_hamming	nj	0.0721649484536082
4	100	0.06	100	0.1	16	FALSE	189	weighted_hamming	upgma	0.103092783505155
4	100	0.06	100	0.1	16	FALSE	189	weighted_hamming	fastme	0.175257731958763
4	100	0.06	100	0.1	16	FALSE	189	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
5	100	0.06	100	0.1	16	FALSE	190	weighted_hamming	nj	0.164948453608247
5	100	0.06	100	0.1	16	FALSE	190	weighted_hamming	upgma	0.185567010309278
5	100	0.06	100	0.1	16	FALSE	190	weighted_hamming	fastme	0.206185567010309
5	100	0.06	100	0.1	16	FALSE	190	weighted_hamming	fastme_tree_rearrangement	0.164948453608247
1	200	0.06	100	0.1	16	FALSE	191	weighted_hamming	nj	0.11340206185567
1	200	0.06	100	0.1	16	FALSE	191	weighted_hamming	upgma	0.185567010309278
1	200	0.06	100	0.1	16	FALSE	191	weighted_hamming	fastme	0.216494845360825
1	200	0.06	100	0.1	16	FALSE	191	weighted_hamming	fastme_tree_rearrangement	0.0824742268041237
2	200	0.06	100	0.1	16	FALSE	192	weighted_hamming	nj	0.0721649484536082
2	200	0.06	100	0.1	16	FALSE	192	weighted_hamming	upgma	0.185567010309278
2	200	0.06	100	0.1	16	FALSE	192	weighted_hamming	fastme	0.164948453608247
2	200	0.06	100	0.1	16	FALSE	192	weighted_hamming	fastme_tree_rearrangement	0.0824742268041237
3	200	0.06	100	0.1	16	FALSE	193	weighted_hamming	nj	0.0206185567010309
3	200	0.06	100	0.1	16	FALSE	193	weighted_hamming	upgma	0.0618556701030928
3	200	0.06	100	0.1	16	FALSE	193	weighted_hamming	fastme	0.0206185567010309
3	200	0.06	100	0.1	16	FALSE	193	weighted_hamming	fastme_tree_rearrangement	0.0309278350515464
4	200	0.06	100	0.1	16	FALSE	194	weighted_hamming	nj	0.134020618556701
4	200	0.06	100	0.1	16	FALSE	194	weighted_hamming	upgma	0.195876288659794
4	200	0.06	100	0.1	16	FALSE	194	weighted_hamming	fastme	0.164948453608247
4	200	0.06	100	0.1	16	FALSE	194	weighted_hamming	fastme_tree_rearrangement	0.134020618556701
5	200	0.06	100	0.1	16	FALSE	195	weighted_hamming	nj	0.0515463917525773
5	200	0.06	100	0.1	16	FALSE	195	weighted_hamming	upgma	0.123711340206186
5	200	0.06	100	0.1	16	FALSE	195	weighted_hamming	fastme	0.134020618556701
5	200	0.06	100	0.1	16	FALSE	195	weighted_hamming	fastme_tree_rearrangement	0.0618556701030928
1	50	0.08	100	0.1	16	FALSE	196	weighted_hamming	nj	0.577319587628866
1	50	0.08	100	0.1	16	FALSE	196	weighted_hamming	upgma	0.608247422680412
1	50	0.08	100	0.1	16	FALSE	196	weighted_hamming	fastme	0.649484536082474
1	50	0.08	100	0.1	16	FALSE	196	weighted_hamming	fastme_tree_rearrangement	0.587628865979381
2	50	0.08	100	0.1	16	FALSE	197	weighted_hamming	nj	0.505154639175258
2	50	0.08	100	0.1	16	FALSE	197	weighted_hamming	upgma	0.443298969072165
2	50	0.08	100	0.1	16	FALSE	197	weighted_hamming	fastme	0.474226804123711
2	50	0.08	100	0.1	16	FALSE	197	weighted_hamming	fastme_tree_rearrangement	0.391752577319588
3	50	0.08	100	0.1	16	FALSE	198	weighted_hamming	nj	0.268041237113402
3	50	0.08	100	0.1	16	FALSE	198	weighted_hamming	upgma	0.237113402061856
3	50	0.08	100	0.1	16	FALSE	198	weighted_hamming	fastme	0.329896907216495
3	50	0.08	100	0.1	16	FALSE	198	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
4	50	0.08	100	0.1	16	FALSE	199	weighted_hamming	nj	0.443298969072165
4	50	0.08	100	0.1	16	FALSE	199	weighted_hamming	upgma	0.329896907216495
4	50	0.08	100	0.1	16	FALSE	199	weighted_hamming	fastme	0.484536082474227
4	50	0.08	100	0.1	16	FALSE	199	weighted_hamming	fastme_tree_rearrangement	0.402061855670103
5	50	0.08	100	0.1	16	FALSE	200	weighted_hamming	nj	0.34020618556701
5	50	0.08	100	0.1	16	FALSE	200	weighted_hamming	upgma	0.350515463917526
5	50	0.08	100	0.1	16	FALSE	200	weighted_hamming	fastme	0.402061855670103
5	50	0.08	100	0.1	16	FALSE	200	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
1	100	0.08	100	0.1	16	FALSE	201	weighted_hamming	nj	0.268041237113402
1	100	0.08	100	0.1	16	FALSE	201	weighted_hamming	upgma	0.278350515463918
1	100	0.08	100	0.1	16	FALSE	201	weighted_hamming	fastme	0.381443298969072
1	100	0.08	100	0.1	16	FALSE	201	weighted_hamming	fastme_tree_rearrangement	0.195876288659794
2	100	0.08	100	0.1	16	FALSE	202	weighted_hamming	nj	0.195876288659794
2	100	0.08	100	0.1	16	FALSE	202	weighted_hamming	upgma	0.257731958762887
2	100	0.08	100	0.1	16	FALSE	202	weighted_hamming	fastme	0.247422680412371
2	100	0.08	100	0.1	16	FALSE	202	weighted_hamming	fastme_tree_rearrangement	0.154639175257732
3	100	0.08	100	0.1	16	FALSE	203	weighted_hamming	nj	0.0927835051546392
3	100	0.08	100	0.1	16	FALSE	203	weighted_hamming	upgma	0.123711340206186
3	100	0.08	100	0.1	16	FALSE	203	weighted_hamming	fastme	0.123711340206186
3	100	0.08	100	0.1	16	FALSE	203	weighted_hamming	fastme_tree_rearrangement	0.0824742268041237
4	100	0.08	100	0.1	16	FALSE	204	weighted_hamming	nj	0.144329896907216
4	100	0.08	100	0.1	16	FALSE	204	weighted_hamming	upgma	0.164948453608247
4	100	0.08	100	0.1	16	FALSE	204	weighted_hamming	fastme	0.216494845360825
4	100	0.08	100	0.1	16	FALSE	204	weighted_hamming	fastme_tree_rearrangement	0.0927835051546392
5	100	0.08	100	0.1	16	FALSE	205	weighted_hamming	nj	0.11340206185567
5	100	0.08	100	0.1	16	FALSE	205	weighted_hamming	upgma	0.195876288659794
5	100	0.08	100	0.1	16	FALSE	205	weighted_hamming	fastme	0.185567010309278
5	100	0.08	100	0.1	16	FALSE	205	weighted_hamming	fastme_tree_rearrangement	0.11340206185567
1	200	0.08	100	0.1	16	FALSE	206	weighted_hamming	nj	0.154639175257732
1	200	0.08	100	0.1	16	FALSE	206	weighted_hamming	upgma	0.164948453608247
1	200	0.08	100	0.1	16	FALSE	206	weighted_hamming	fastme	0.288659793814433
1	200	0.08	100	0.1	16	FALSE	206	weighted_hamming	fastme_tree_rearrangement	0.185567010309278
2	200	0.08	100	0.1	16	FALSE	207	weighted_hamming	nj	0.0412371134020619
2	200	0.08	100	0.1	16	FALSE	207	weighted_hamming	upgma	0.0824742268041237
2	200	0.08	100	0.1	16	FALSE	207	weighted_hamming	fastme	0.0618556701030928
2	200	0.08	100	0.1	16	FALSE	207	weighted_hamming	fastme_tree_rearrangement	0.0309278350515464
3	200	0.08	100	0.1	16	FALSE	208	weighted_hamming	nj	0.0309278350515464
3	200	0.08	100	0.1	16	FALSE	208	weighted_hamming	upgma	0.0412371134020619
3	200	0.08	100	0.1	16	FALSE	208	weighted_hamming	fastme	0.0206185567010309
3	200	0.08	100	0.1	16	FALSE	208	weighted_hamming	fastme_tree_rearrangement	0.0206185567010309
4	200	0.08	100	0.1	16	FALSE	209	weighted_hamming	nj	0.0618556701030928
4	200	0.08	100	0.1	16	FALSE	209	weighted_hamming	upgma	0.0927835051546392
4	200	0.08	100	0.1	16	FALSE	209	weighted_hamming	fastme	0.0927835051546392
4	200	0.08	100	0.1	16	FALSE	209	weighted_hamming	fastme_tree_rearrangement	0.0515463917525773
5	200	0.08	100	0.1	16	FALSE	210	weighted_hamming	nj	0.0824742268041237
5	200	0.08	100	0.1	16	FALSE	210	weighted_hamming	upgma	0.0824742268041237
5	200	0.08	100	0.1	16	FALSE	210	weighted_hamming	fastme	0.0927835051546392
5	200	0.08	100	0.1	16	FALSE	210	weighted_hamming	fastme_tree_rearrangement	0.0412371134020619
1	50	0.1	100	0.1	16	FALSE	211	weighted_hamming	nj	0.494845360824742
1	50	0.1	100	0.1	16	FALSE	211	weighted_hamming	upgma	0.505154639175258
1	50	0.1	100	0.1	16	FALSE	211	weighted_hamming	fastme	0.505154639175258
1	50	0.1	100	0.1	16	FALSE	211	weighted_hamming	fastme_tree_rearrangement	0.463917525773196
2	50	0.1	100	0.1	16	FALSE	212	weighted_hamming	nj	0.371134020618557
2	50	0.1	100	0.1	16	FALSE	212	weighted_hamming	upgma	0.443298969072165
2	50	0.1	100	0.1	16	FALSE	212	weighted_hamming	fastme	0.474226804123711
2	50	0.1	100	0.1	16	FALSE	212	weighted_hamming	fastme_tree_rearrangement	0.360824742268041
3	50	0.1	100	0.1	16	FALSE	213	weighted_hamming	nj	0.206185567010309
3	50	0.1	100	0.1	16	FALSE	213	weighted_hamming	upgma	0.257731958762887
3	50	0.1	100	0.1	16	FALSE	213	weighted_hamming	fastme	0.288659793814433
3	50	0.1	100	0.1	16	FALSE	213	weighted_hamming	fastme_tree_rearrangement	0.237113402061856
4	50	0.1	100	0.1	16	FALSE	214	weighted_hamming	nj	0.360824742268041
4	50	0.1	100	0.1	16	FALSE	214	weighted_hamming	upgma	0.34020618556701
4	50	0.1	100	0.1	16	FALSE	214	weighted_hamming	fastme	0.515463917525773
4	50	0.1	100	0.1	16	FALSE	214	weighted_hamming	fastme_tree_rearrangement	0.360824742268041
5	50	0.1	100	0.1	16	FALSE	215	weighted_hamming	nj	0.329896907216495
5	50	0.1	100	0.1	16	FALSE	215	weighted_hamming	upgma	0.34020618556701
5	50	0.1	100	0.1	16	FALSE	215	weighted_hamming	fastme	0.474226804123711
5	50	0.1	100	0.1	16	FALSE	215	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
1	100	0.1	100	0.1	16	FALSE	216	weighted_hamming	nj	0.247422680412371
1	100	0.1	100	0.1	16	FALSE	216	weighted_hamming	upgma	0.288659793814433
1	100	0.1	100	0.1	16	FALSE	216	weighted_hamming	fastme	0.360824742268041
1	100	0.1	100	0.1	16	FALSE	216	weighted_hamming	fastme_tree_rearrangement	0.268041237113402
2	100	0.1	100	0.1	16	FALSE	217	weighted_hamming	nj	0.216494845360825
2	100	0.1	100	0.1	16	FALSE	217	weighted_hamming	upgma	0.237113402061856
2	100	0.1	100	0.1	16	FALSE	217	weighted_hamming	fastme	0.298969072164948
2	100	0.1	100	0.1	16	FALSE	217	weighted_hamming	fastme_tree_rearrangement	0.278350515463918
3	100	0.1	100	0.1	16	FALSE	218	weighted_hamming	nj	0.0824742268041237
3	100	0.1	100	0.1	16	FALSE	218	weighted_hamming	upgma	0.0309278350515464
3	100	0.1	100	0.1	16	FALSE	218	weighted_hamming	fastme	0.144329896907216
3	100	0.1	100	0.1	16	FALSE	218	weighted_hamming	fastme_tree_rearrangement	0.0824742268041237
4	100	0.1	100	0.1	16	FALSE	219	weighted_hamming	nj	0.144329896907216
4	100	0.1	100	0.1	16	FALSE	219	weighted_hamming	upgma	0.123711340206186
4	100	0.1	100	0.1	16	FALSE	219	weighted_hamming	fastme	0.206185567010309
4	100	0.1	100	0.1	16	FALSE	219	weighted_hamming	fastme_tree_rearrangement	0.123711340206186
5	100	0.1	100	0.1	16	FALSE	220	weighted_hamming	nj	0.11340206185567
5	100	0.1	100	0.1	16	FALSE	220	weighted_hamming	upgma	0.123711340206186
5	100	0.1	100	0.1	16	FALSE	220	weighted_hamming	fastme	0.123711340206186
5	100	0.1	100	0.1	16	FALSE	220	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
1	200	0.1	100	0.1	16	FALSE	221	weighted_hamming	nj	0.11340206185567
1	200	0.1	100	0.1	16	FALSE	221	weighted_hamming	upgma	0.123711340206186
1	200	0.1	100	0.1	16	FALSE	221	weighted_hamming	fastme	0.206185567010309
1	200	0.1	100	0.1	16	FALSE	221	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
2	200	0.1	100	0.1	16	FALSE	222	weighted_hamming	nj	0.103092783505155
2	200	0.1	100	0.1	16	FALSE	222	weighted_hamming	upgma	0.164948453608247
2	200	0.1	100	0.1	16	FALSE	222	weighted_hamming	fastme	0.154639175257732
2	200	0.1	100	0.1	16	FALSE	222	weighted_hamming	fastme_tree_rearrangement	0.11340206185567
3	200	0.1	100	0.1	16	FALSE	223	weighted_hamming	nj	0.0309278350515464
3	200	0.1	100	0.1	16	FALSE	223	weighted_hamming	upgma	0.0206185567010309
3	200	0.1	100	0.1	16	FALSE	223	weighted_hamming	fastme	0.0309278350515464
3	200	0.1	100	0.1	16	FALSE	223	weighted_hamming	fastme_tree_rearrangement	0.0309278350515464
4	200	0.1	100	0.1	16	FALSE	224	weighted_hamming	nj	0.123711340206186
4	200	0.1	100	0.1	16	FALSE	224	weighted_hamming	upgma	0.0927835051546392
4	200	0.1	100	0.1	16	FALSE	224	weighted_hamming	fastme	0.103092783505155
4	200	0.1	100	0.1	16	FALSE	224	weighted_hamming	fastme_tree_rearrangement	0.0721649484536082
5	200	0.1	100	0.1	16	FALSE	225	weighted_hamming	nj	0.0206185567010309
5	200	0.1	100	0.1	16	FALSE	225	weighted_hamming	upgma	0.0103092783505155
5	200	0.1	100	0.1	16	FALSE	225	weighted_hamming	fastme	0.0515463917525773
5	200	0.1	100	0.1	16	FALSE	225	weighted_hamming	fastme_tree_rearrangement	0.0103092783505155
1	50	0.02	100	0	16	TRUE	226	weighted_hamming	nj	0.711340206185567
1	50	0.02	100	0	16	TRUE	226	weighted_hamming	upgma	0.783505154639175
1	50	0.02	100	0	16	TRUE	226	weighted_hamming	fastme	0.731958762886598
1	50	0.02	100	0	16	TRUE	226	weighted_hamming	fastme_tree_rearrangement	0.701030927835051
2	50	0.02	100	0	16	TRUE	227	weighted_hamming	nj	0.762886597938144
2	50	0.02	100	0	16	TRUE	227	weighted_hamming	upgma	0.804123711340206
2	50	0.02	100	0	16	TRUE	227	weighted_hamming	fastme	0.814432989690722
2	50	0.02	100	0	16	TRUE	227	weighted_hamming	fastme_tree_rearrangement	0.731958762886598
3	50	0.02	100	0	16	TRUE	228	weighted_hamming	nj	0.711340206185567
3	50	0.02	100	0	16	TRUE	228	weighted_hamming	upgma	0.731958762886598
3	50	0.02	100	0	16	TRUE	228	weighted_hamming	fastme	0.701030927835051
3	50	0.02	100	0	16	TRUE	228	weighted_hamming	fastme_tree_rearrangement	0.690721649484536
4	50	0.02	100	0	16	TRUE	229	weighted_hamming	nj	0.597938144329897
4	50	0.02	100	0	16	TRUE	229	weighted_hamming	upgma	0.608247422680412
4	50	0.02	100	0	16	TRUE	229	weighted_hamming	fastme	0.628865979381443
4	50	0.02	100	0	16	TRUE	229	weighted_hamming	fastme_tree_rearrangement	0.577319587628866
5	50	0.02	100	0	16	TRUE	230	weighted_hamming	nj	0.587628865979381
5	50	0.02	100	0	16	TRUE	230	weighted_hamming	upgma	0.639175257731959
5	50	0.02	100	0	16	TRUE	230	weighted_hamming	fastme	0.65979381443299
5	50	0.02	100	0	16	TRUE	230	weighted_hamming	fastme_tree_rearrangement	0.597938144329897
1	100	0.02	100	0	16	TRUE	231	weighted_hamming	nj	0.54639175257732
1	100	0.02	100	0	16	TRUE	231	weighted_hamming	upgma	0.56701030927835
1	100	0.02	100	0	16	TRUE	231	weighted_hamming	fastme	0.649484536082474
1	100	0.02	100	0	16	TRUE	231	weighted_hamming	fastme_tree_rearrangement	0.556701030927835
2	100	0.02	100	0	16	TRUE	232	weighted_hamming	nj	0.54639175257732
2	100	0.02	100	0	16	TRUE	232	weighted_hamming	upgma	0.618556701030928
2	100	0.02	100	0	16	TRUE	232	weighted_hamming	fastme	0.628865979381443
2	100	0.02	100	0	16	TRUE	232	weighted_hamming	fastme_tree_rearrangement	0.556701030927835
3	100	0.02	100	0	16	TRUE	233	weighted_hamming	nj	0.391752577319588
3	100	0.02	100	0	16	TRUE	233	weighted_hamming	upgma	0.391752577319588
3	100	0.02	100	0	16	TRUE	233	weighted_hamming	fastme	0.494845360824742
3	100	0.02	100	0	16	TRUE	233	weighted_hamming	fastme_tree_rearrangement	0.34020618556701
4	100	0.02	100	0	16	TRUE	234	weighted_hamming	nj	0.43298969072165
4	100	0.02	100	0	16	TRUE	234	weighted_hamming	upgma	0.494845360824742
4	100	0.02	100	0	16	TRUE	234	weighted_hamming	fastme	0.536082474226804
4	100	0.02	100	0	16	TRUE	234	weighted_hamming	fastme_tree_rearrangement	0.443298969072165
5	100	0.02	100	0	16	TRUE	235	weighted_hamming	nj	0.43298969072165
5	100	0.02	100	0	16	TRUE	235	weighted_hamming	upgma	0.54639175257732
5	100	0.02	100	0	16	TRUE	235	weighted_hamming	fastme	0.556701030927835
